'experiment_name','model_name','vocab_size','max_seq_length','to_lower','use_punct','embedding_dim','embedding_type','embedding_source','train_loss','train_acc','val_loss','val_acc','test_loss','test_acc','precision_micro','recall_micro','f1_micro','precision_macro','recall_macro','f1_macro','precision_weighted','recall_weighted','f1_weighted'
cnn_upper_case_9,cnn,10000,128,False,True,50,glove,glove.6B.50d,0.7796711,0.7529754,0.8471297,0.7448376,0.8920182,0.7223424,0.7236390387444825,0.7236390387444825,0.7236390387444825,0.3868545013073816,0.36549075284308036,0.3868545013073816,0.6958681287667375,0.7236390387444825,0.6999730520007884
cnn_upper_case_10,cnn,10000,128,False,True,50,glove,glove.6B.50d,0.78256243,0.75258636,0.8497872,0.7420626,0.92630005,0.7202497,0.7221677292790584,0.7221677292790584,0.7221677292790584,0.42793752452577694,0.34204147861035955,0.42793752452577694,0.6839498826201394,0.7221677292790584,0.6904378376720435
text_cnn_upper_case_1,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8259811,0.7359424,0.782407,0.74653894,0.85846084,0.71794784,0.7192251103482099,0.7192251103482099,0.7192251103482099,0.4491435653756439,0.31948149406503573,0.4491435653756439,0.6844042860539943,0.7192251103482099,0.685836077489762
text_cnn_upper_case_2,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8248424,0.73623514,0.7858545,0.749769,0.8371486,0.72893417,0.7302599313388917,0.7302599313388917,0.7302599313388917,0.4306690372297405,0.34266848529151833,0.4306690372297405,0.697353497144218,0.7302599313388917,0.7038755869904646
text_cnn_upper_case_3,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8178527,0.73746777,0.7883537,0.746763,0.8532693,0.72576034,0.7270720941638058,0.7270720941638058,0.7270720941638059,0.4361429678443178,0.3432761209479279,0.4361429678443178,0.6905016299199855,0.7270720941638058,0.695721349723934
text_cnn_upper_case_4,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8207488,0.73720676,0.79070574,0.7471154,0.8850306,0.7128209,0.7140755272192251,0.7140755272192251,0.7140755272192251,0.4452256355423528,0.35879156203022133,0.4452256355423528,0.6884609605105975,0.7140755272192251,0.6782240858106817
text_cnn_upper_case_5,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8247332,0.73702997,0.77979594,0.7514353,0.84911907,0.72276086,0.7243746934771947,0.7243746934771947,0.7243746934771949,0.4108396917766753,0.3344344676833578,0.4108396917766753,0.692178080761049,0.7243746934771947,0.7000240705520078
text_cnn_upper_case_6,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.81687814,0.7379679,0.7823264,0.7488961,0.8418908,0.7267369,0.7280529671407553,0.7280529671407553,0.7280529671407553,0.462541779939685,0.3422670686620281,0.462541779939685,0.697368910597204,0.7280529671407553,0.7009140798087939
text_cnn_upper_case_7,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.81985366,0.7368409,0.79382104,0.7471317,0.8744861,0.7192383,0.7202059833251594,0.7202059833251594,0.7202059833251594,0.4525968857409454,0.34629025054660256,0.4525968857409454,0.6896869709606408,0.7202059833251594,0.6859813601527541
text_cnn_upper_case_8,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8185762,0.73714006,0.7869142,0.74842,0.85488963,0.72021484,0.7211868563021089,0.7211868563021089,0.7211868563021089,0.4191045414739034,0.31469301084773843,0.4191045414739034,0.6982850735275701,0.7211868563021089,0.6914929242389001
text_cnn_upper_case_9,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8226025,0.7364833,0.7906235,0.7467513,0.8603381,0.7238072,0.7251103482099068,0.7251103482099068,0.7251103482099069,0.5175805275538008,0.33498008631171916,0.5175805275538008,0.6984537375400263,0.7251103482099068,0.6966283574578309
text_cnn_upper_case_10,text_cnn,10000,128,False,True,50,glove,glove.6B.50d,0.8161868,0.73811346,0.78720856,0.7443778,0.8467569,0.72094727,0.721922511034821,0.721922511034821,0.721922511034821,0.4821799134396868,0.3386366253270904,0.4821799134396868,0.710585023665856,0.721922511034821,0.6939302873189531
dcnn_upper_case_1,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.8610832,0.7266348,0.80223304,0.7439857,0.8679459,0.7194127,0.7206964198136341,0.7206964198136341,0.7206964198136341,0.4335010744194173,0.34633578253133557,0.4335010744194173,0.683111961915291,0.7206964198136341,0.6885868826969566
dcnn_upper_case_2,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.85780066,0.72659355,0.80364746,0.74040097,0.8599429,0.7206334,0.721922511034821,0.721922511034821,0.721922511034821,0.46607051295891955,0.31626980964664986,0.46607051295891955,0.6903754623354241,0.721922511034821,0.6942234537604702
dcnn_upper_case_3,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.8643776,0.7256344,0.8026446,0.7400392,0.8640995,0.7157506,0.7170181461500735,0.7170181461500735,0.7170181461500735,0.39627428354608274,0.30625048085994283,0.39627428354608274,0.680378968318204,0.7170181461500735,0.6841614346129627
dcnn_upper_case_4,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.86133444,0.7270307,0.8117566,0.7403496,0.8742532,0.7206334,0.721922511034821,0.721922511034821,0.721922511034821,0.42257346295908,0.33765290586299296,0.42257346295908,0.6862859196110966,0.721922511034821,0.6945755126423097
dcnn_upper_case_5,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.85443425,0.72829473,0.80157906,0.74006957,0.8676354,0.72094727,0.721922511034821,0.721922511034821,0.721922511034821,0.44862601606757313,0.34094016130189275,0.44862601606757313,0.709017259661581,0.721922511034821,0.6909872689379968
dcnn_upper_case_6,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.85867125,0.7276616,0.79848176,0.7429378,0.8761265,0.71728516,0.7182442373712604,0.7182442373712604,0.7182442373712604,0.4302383278094396,0.33097674700847096,0.4302383278094396,0.6888832615570313,0.7182442373712604,0.6878678821111048
dcnn_upper_case_7,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.8600132,0.7271492,0.80485004,0.74285614,0.85834247,0.7194127,0.7206964198136341,0.7206964198136341,0.7206964198136341,0.4222895720475003,0.32366327769723013,0.4222895720475003,0.6863336160530806,0.7206964198136341,0.6884032089430367
dcnn_upper_case_8,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.8605809,0.72741854,0.80868536,0.7392667,0.8660633,0.71909875,0.7206964198136341,0.7206964198136341,0.7206964198136341,0.39513714127177124,0.3109188101730103,0.39513714127177124,0.6816898550508355,0.7206964198136341,0.6873989550291185
dcnn_upper_case_9,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.85432625,0.72821563,0.80229115,0.74396706,0.86200976,0.7211914,0.7221677292790584,0.7221677292790584,0.7221677292790584,0.41662679024281984,0.3228901368603898,0.41662679024281984,0.6951559846877016,0.7221677292790584,0.6902739664504559
dcnn_upper_case_10,dcnn,10000,128,False,True,50,glove,glove.6B.50d,0.86010015,0.72701627,0.8078266,0.73876494,0.87802726,0.7121582,0.7130946542422756,0.7130946542422756,0.7130946542422756,0.39578592094035436,0.3393633699574554,0.39578592094035436,0.6795497122978473,0.7130946542422756,0.6816261316160173
rcnn_upper_case_1,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.9642898,0.72707146,0.9100323,0.7425924,0.98974603,0.70476425,0.7059833251593919,0.7059833251593919,0.7059833251593919,0.29358540342249767,0.25179612862319817,0.29358540342249767,0.6581828242879728,0.7059833251593919,0.6632791385741668
rcnn_upper_case_2,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.9750552,0.72609836,0.940102,0.7354976,0.99102896,0.70469445,0.7062285434036293,0.7062285434036293,0.7062285434036293,0.30980634265011897,0.27306640538513466,0.30980634265011897,0.6607382251217936,0.7062285434036293,0.6625807719740218
rcnn_upper_case_3,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.96378464,0.7261487,0.9298459,0.73922235,1.0107715,0.7082868,0.7101520353114271,0.7101520353114271,0.7101520353114271,0.33053445160480954,0.26472957658690355,0.33053445160480954,0.6645335808079935,0.7101520353114271,0.6704335626280837
rcnn_upper_case_4,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.9640857,0.7259166,0.9254701,0.74116176,0.9921512,0.7019043,0.702795487984306,0.702795487984306,0.702795487984306,0.3095404904877942,0.2623964542013887,0.3095404904877942,0.6762085579604901,0.702795487984306,0.6608501437061327
rcnn_upper_case_5,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.95187545,0.72919,0.90291494,0.7428258,0.99906385,0.7117745,0.713339872486513,0.713339872486513,0.713339872486513,0.3340545032567691,0.24232287627556537,0.3340545032567691,0.6708519842446737,0.713339872486513,0.67597867996746
rcnn_upper_case_6,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.9710414,0.72425544,0.9089203,0.7386086,0.995985,0.71745956,0.7187346738597352,0.7187346738597352,0.7187346738597352,0.3892131283026381,0.26866402959525965,0.3892131283026381,0.6922609134206497,0.7187346738597352,0.6856902458427151
rcnn_upper_case_7,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.9647602,0.7273863,0.91512483,0.7434956,0.97837406,0.71421593,0.7157920549288868,0.7157920549288868,0.7157920549288868,0.270485896894243,0.24110028260007133,0.270485896894243,0.6653147755063404,0.7157920549288868,0.6782662111364829
rcnn_upper_case_8,rcnn,10000,128,False,True,50,glove,glove.6B.50d,1.0157603,0.7237466,0.96596545,0.7386179,1.004912,0.71683174,0.7187346738597352,0.7187346738597352,0.7187346738597352,0.2793356150019839,0.2597577207588274,0.2793356150019839,0.6675166409899841,0.7187346738597352,0.6834380024986897
rcnn_upper_case_9,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.95807964,0.7281357,0.9023443,0.74542105,0.95477414,0.71268135,0.7145659637076999,0.7145659637076999,0.7145659637076999,0.33631358031249864,0.25044112910213856,0.33631358031249864,0.6662939128435398,0.7145659637076999,0.6764590485778802
rcnn_upper_case_10,rcnn,10000,128,False,True,50,glove,glove.6B.50d,0.96523196,0.7277446,0.92276067,0.7451433,0.9826428,0.7105538,0.7121137812653261,0.7121137812653261,0.712113781265326,0.29535851301659194,0.2500493371236681,0.29535851301659194,0.665380616540208,0.7121137812653261,0.6750767962877611
lstm_upper_case_1,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8767955,0.73837113,0.83808416,0.7490198,0.933531,0.7290039,0.7300147130946543,0.7300147130946543,0.7300147130946544,0.3872974940007938,0.30605540097850975,0.3872974940007938,0.6927300755879593,0.7300147130946543,0.699407842877602
lstm_upper_case_2,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8641952,0.7410983,0.84352136,0.7489381,0.9456524,0.7150879,0.716037273173124,0.716037273173124,0.716037273173124,0.3665317867256031,0.29640647059360586,0.3665317867256031,0.6884653750895221,0.716037273173124,0.6824254811048027
lstm_upper_case_3,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8726925,0.73892826,0.8494192,0.7457548,0.9609075,0.7214704,0.7233938205002453,0.7233938205002453,0.7233938205002454,0.3381531160275364,0.2723533452804912,0.3381531160275364,0.684434212343168,0.7233938205002453,0.6912311195992078
lstm_upper_case_4,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.87474966,0.74000686,0.84550905,0.7483593,0.96270174,0.7291783,0.730505149583129,0.730505149583129,0.7305051495831288,0.3413897495997143,0.2892252309396273,0.3413897495997143,0.6878593176473203,0.730505149583129,0.7021999578160225
lstm_upper_case_5,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8725691,0.7390435,0.8400666,0.74926716,0.93485117,0.7242955,0.7256007846983815,0.7256007846983815,0.7256007846983815,0.3616997286759564,0.2852549906069375,0.3616997286759564,0.6875032252868729,0.7256007846983815,0.6884771100240199
lstm_upper_case_6,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8604169,0.74108213,0.84404314,0.75129294,0.9560253,0.7316197,0.7329573320255027,0.7329573320255027,0.7329573320255026,0.3487181743305693,0.30273759127609984,0.3487181743305693,0.6879364834914916,0.7329573320255027,0.698402057952503
lstm_upper_case_7,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8645318,0.7405597,0.8546155,0.7479836,0.9573805,0.72094727,0.721922511034821,0.721922511034821,0.721922511034821,0.3522498283200212,0.28216672413864496,0.3522498283200212,0.6836709378368434,0.721922511034821,0.6846178441133639
lstm_upper_case_8,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.873928,0.739272,0.85096365,0.746924,0.9551079,0.71543664,0.7170181461500735,0.7170181461500735,0.7170181461500735,0.3462355056136536,0.26276933483192044,0.3462355056136536,0.6809338728844253,0.7170181461500735,0.6772313223868748
lstm_upper_case_9,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8694738,0.7407385,0.8488584,0.7478622,0.92783856,0.72202843,0.7236390387444825,0.7236390387444825,0.7236390387444825,0.3589136928898302,0.28061329084255054,0.3589136928898302,0.6822588666309205,0.7236390387444825,0.6912324867410117
lstm_upper_case_10,lstm,10000,128,False,True,50,glove,glove.6B.50d,0.88338745,0.7384491,0.8540221,0.7488027,0.9875856,0.71268135,0.7145659637076999,0.7145659637076999,0.7145659637076999,0.31290702744558113,0.23501755892074228,0.31290702744558113,0.6720565250338645,0.7145659637076999,0.6763342143410178
bi_lstm_upper_case_1,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.89391947,0.73645365,0.85794836,0.74625653,1.0101085,0.73106164,0.7327121137812653,0.7327121137812653,0.7327121137812653,0.3648770840141389,0.29126109961083696,0.3648770840141389,0.6926108352432689,0.7327121137812653,0.7000134999246815
bi_lstm_upper_case_2,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.89438075,0.7347412,0.85887694,0.74524367,0.9321999,0.7336426,0.7346738597351643,0.7346738597351643,0.7346738597351642,0.3490188654716296,0.28257062262852756,0.3490188654716296,0.6911274231302594,0.7346738597351643,0.699403618141416
bi_lstm_upper_case_3,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.896591,0.73464984,0.86266524,0.7450196,0.95604944,0.7205636,0.7221677292790584,0.7221677292790584,0.7221677292790584,0.30529103870804536,0.27876869779978325,0.30529103870804536,0.6768483576432877,0.7221677292790584,0.6901019574783146
bi_lstm_upper_case_4,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.9045556,0.7333323,0.8701097,0.74304986,1.020324,0.7134138,0.715301618440412,0.715301618440412,0.715301618440412,0.38619077094628085,0.28982758657379654,0.38619077094628085,0.6773440349559716,0.715301618440412,0.6808134791413407
bi_lstm_upper_case_5,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8691803,0.7398373,0.86887026,0.7489288,0.963444,0.72314453,0.7241294752329573,0.7241294752329573,0.7241294752329572,0.32633222069502166,0.2883078685944809,0.32633222069502166,0.6880967921587317,0.7241294752329573,0.693494117026188
bi_lstm_upper_case_6,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.91264415,0.7325034,0.8610878,0.74565905,0.9859242,0.70964706,0.7108876900441393,0.7108876900441393,0.7108876900441393,0.373137855023603,0.29033517736403475,0.373137855023603,0.6782418291875986,0.7108876900441393,0.6725065881579413
bi_lstm_upper_case_7,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.90692586,0.7337996,0.86466324,0.74432415,0.97170764,0.723005,0.724619911721432,0.724619911721432,0.724619911721432,0.30045917364570535,0.27429596823339386,0.30045917364570535,0.6765661518563557,0.724619911721432,0.6906342147395906
bi_lstm_upper_case_8,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.9237965,0.73411775,0.9074128,0.74494725,0.92320824,0.7225865,0.7238842569887199,0.7238842569887199,0.7238842569887199,0.29839265667815623,0.26091710339276075,0.29839265667815623,0.6754314359491667,0.7238842569887199,0.6844048000167616
bi_lstm_upper_case_9,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.9036944,0.7349723,0.8633625,0.7449636,0.9777385,0.7265625,0.7275625306522805,0.7275625306522805,0.7275625306522805,0.34620679210533084,0.2977882647488885,0.34620679210533084,0.6858209641316982,0.7275625306522805,0.6904592734428454
bi_lstm_upper_case_10,bi_lstm,10000,128,False,True,50,glove,glove.6B.50d,0.8990367,0.7354666,0.85388255,0.7455517,0.97075844,0.7236328,0.724619911721432,0.724619911721432,0.724619911721432,0.30434366341607955,0.29191980505626675,0.30434366341607955,0.6757565019264389,0.724619911721432,0.6872633249603827
gru_upper_case_1,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9532196,0.7271494,0.91492575,0.7378594,0.9598706,0.7066476,0.7081902893575281,0.7081902893575281,0.7081902893575281,0.28463762229276596,0.2571347582760816,0.28463762229276596,0.6686738985664871,0.7081902893575281,0.6669344993803896
gru_upper_case_2,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9489015,0.72758466,0.9210694,0.7386039,0.955309,0.72202843,0.7236390387444825,0.7236390387444825,0.7236390387444825,0.36273259971114424,0.27805478426104513,0.36273259971114424,0.6783981864358087,0.7236390387444825,0.6844647598391713
gru_upper_case_3,gru,10000,128,False,True,50,glove,glove.6B.50d,0.94475013,0.72914124,0.895788,0.7456964,0.9615394,0.7117048,0.7135850907307504,0.7135850907307504,0.7135850907307504,0.38776047180491635,0.27974077422537497,0.38776047180491635,0.6748937056648253,0.7135850907307504,0.6782499890285139
gru_upper_case_4,gru,10000,128,False,True,50,glove,glove.6B.50d,0.95479727,0.7273691,0.9193295,0.73935306,0.97313964,0.7138672,0.7148111819519373,0.7148111819519373,0.7148111819519373,0.38188997518204176,0.28053540679214595,0.38188997518204176,0.6873419603267857,0.7148111819519373,0.6804771254100471
gru_upper_case_5,gru,10000,128,False,True,50,glove,glove.6B.50d,0.95166016,0.72811306,0.9055475,0.74438244,0.9371222,0.7145299,0.7157920549288868,0.7157920549288868,0.7157920549288868,0.3440632134348139,0.25474791858351253,0.3440632134348139,0.6761334172412927,0.7157920549288868,0.6792725803569888
gru_upper_case_6,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9472912,0.7283677,0.90278906,0.7468517,0.9548826,0.7138672,0.7148111819519373,0.7148111819519373,0.7148111819519373,0.3175533240012918,0.2662759736011976,0.3175533240012918,0.6648576735760493,0.7148111819519373,0.6781806147920005
gru_upper_case_7,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9534128,0.7276356,0.8985804,0.7468423,0.9335189,0.7282715,0.7292790583619422,0.7292790583619422,0.7292790583619422,0.3505678768408269,0.2894625067014361,0.3505678768408269,0.6847394387400406,0.7292790583619422,0.6945997409646997
gru_upper_case_8,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9537854,0.72796077,0.90583247,0.7460815,0.9374943,0.71250695,0.7140755272192251,0.7140755272192251,0.7140755272192251,0.30292463124922664,0.26507192743357766,0.30292463124922664,0.6698066200365012,0.7140755272192251,0.6752863568865365
gru_upper_case_9,gru,10000,128,False,True,50,glove,glove.6B.50d,0.9503858,0.72812366,0.9067595,0.745204,0.9516674,0.70779854,0.7096615988229524,0.7096615988229524,0.7096615988229524,0.30325826325119404,0.2613026770358886,0.30325826325119404,0.662329645701273,0.7096615988229524,0.6670456793151353
gru_upper_case_10,gru,10000,128,False,True,50,glove,glove.6B.50d,0.95231766,0.72719896,0.91766244,0.73750234,0.98067737,0.70835656,0.7099068170671898,0.7099068170671898,0.7099068170671898,0.37519119171701887,0.2726687022043298,0.37519119171701887,0.667923934899233,0.7099068170671898,0.6717449671121082
bi_gru_upper_case_1,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.97951037,0.72407824,0.9348075,0.7386039,0.9680178,0.72004044,0.7206964198136341,0.7206964198136341,0.7206964198136341,0.33122778623277277,0.27487676535786126,0.33122778623277277,0.6765196712894642,0.7206964198136341,0.6889787831464443
bi_gru_upper_case_2,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.97574604,0.7260965,0.93880546,0.73905665,0.9840863,0.7032296,0.704757233938205,0.704757233938205,0.704757233938205,0.32346004531228933,0.27658363067133324,0.32346004531228933,0.6567403300113052,0.704757233938205,0.6703910195610682
bi_gru_upper_case_3,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.98739177,0.7226111,0.9339362,0.7380438,0.97422296,0.7049386,0.7064737616478666,0.7064737616478666,0.7064737616478666,0.30995051338702173,0.25036545044771935,0.30995051338702173,0.6690210462253693,0.7064737616478666,0.6652641709592786
bi_gru_upper_case_4,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.98645264,0.72268295,0.9326597,0.73997384,0.9696148,0.7092634,0.7111329082883766,0.7111329082883766,0.7111329082883766,0.32956745155756795,0.2679566177875601,0.32956745155756795,0.6690933734005535,0.7111329082883766,0.6808812118646008
bi_gru_upper_case_5,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.9917881,0.72220093,0.9223939,0.7419599,0.9733794,0.70608956,0.7079450711132909,0.7079450711132909,0.7079450711132909,0.3455971850516302,0.24115349716040657,0.3455971850516302,0.6765216267777405,0.7079450711132909,0.6686549496370751
bi_gru_upper_case_6,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.98875475,0.7233778,0.94823176,0.73928773,0.9903238,0.6924177,0.694212849435998,0.694212849435998,0.694212849435998,0.30867577012183,0.25275097194821017,0.30867577012183,0.660499915712569,0.694212849435998,0.6659588689209075
bi_gru_upper_case_7,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.98963183,0.72098184,0.92928696,0.7391524,0.9840181,0.72398156,0.7256007846983815,0.7256007846983815,0.7256007846983815,0.3449442408015616,0.28640424422184657,0.3449442408015616,0.6825200836097847,0.7256007846983815,0.6960595256313213
bi_gru_upper_case_8,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.9862763,0.72145754,0.93368876,0.73655015,0.95238084,0.72691125,0.72854340362923,0.72854340362923,0.72854340362923,0.3845209190604681,0.2755367844309901,0.3845209190604681,0.6896487262828389,0.72854340362923,0.6949215043528864
bi_gru_upper_case_9,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.98793596,0.7227283,0.9550363,0.7352899,0.96686393,0.7147042,0.7162824914173614,0.7162824914173614,0.7162824914173613,0.3186118277341677,0.25378460710978956,0.3186118277341677,0.6758204452065695,0.7162824914173614,0.6795611646314722
bi_gru_upper_case_10,bi_gru,10000,128,False,True,50,glove,glove.6B.50d,0.9927728,0.72268283,0.94223344,0.73853624,0.98059464,0.7111119,0.7123589995095635,0.7123589995095635,0.7123589995095634,0.34084608165507674,0.26646410403737936,0.34084608165507674,0.6702856574808242,0.7123589995095635,0.6728751208931733
